url,bbox
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaPublicUseMicrodataArea2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateEquivalentStatebased2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateEquivalentStatebased2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateLegislativeDistrictLowerChamber2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateLegislativeDistrictLowerChamber2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateLegislativeDistrictUpperChamber2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaStateLegislativeDistrictUpperChamber2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaSuperPublicUseMicrodataArea2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaTract2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaUnifiedSchoolDistricts2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaUnifiedSchoolDistricts2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tlgdb_a_42_pa_Block10_2020.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689561,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tlgdb_a_42_pa_Block_Group_2020.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689561,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tlgdb_a_42_pa_Census_Designated_Place_2020.xml', '', '', '', '', '', ","-80.519216,39.719870,-74.811852,42.181068"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tlgdb_a_42_pa_Census_Tract_2020.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689561,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tlgdb_a_42_pa_County_2020.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689561,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tlgdb_a_42_pa_County_Subdivision_2020.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689561,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tlgdb_a_42_pa_Incorporated_Place_2020.xml', '', '', '', '', '', ","-80.519151,39.719865,-74.689561,42.225763"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Tornados_Pennsylvania.xml', '', '', '', '', '', ","-80.520004,39.730000,-74.779999,42.119999"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=TotalMaximumDailyLoad2022_07.xml', '', '', '', '', '', ","-80.959264,38.861261,-74.583267,42.916810"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=TotalMaximumDailyLoadLakes2022_07.xml', '', '', '', '', '', ","-80.531309,40.003513,-74.744705,41.663657"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Trail_Groups202211.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=treecanopy_2006_2008_pennsylvania_albers.xml', '', '', '', '', '', ","-80.519349,39.719860,-74.689583,42.269479"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Trout_NaturalReproduction202208.xml', '', '', '', '', '', ","-80.315469,39.720295,-74.777238,42.048595"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Trout_NaturalReproduction_With_Tributaries201912.xml', '', '', '', '', '', ","-80.361563,39.719950,-74.720520,42.048595"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=TroutStocked_Streams_2021.xml', '', '', '', '', '', ","-80.522230,39.703258,-74.689450,42.264260"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_CurrentLandUse202210.xml', '', '', '', '', '', ","-77.364405,40.804056,-76.794908,41.150889"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_FacilitySites202210.xml', '', '', '', '', '', ","-77.310271,40.842926,-76.769257,41.148370"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_FEMAFloodZone202210.xml', '', '', '', '', '', ","-77.364405,40.804060,-76.795364,41.150867"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_MunicipalBoundary202210.xml', '', '', '', '', '', ","-77.364405,40.804060,-76.795364,41.150867"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_OpenSpaceConservancy202210.xml', '', '', '', '', '', ","-77.364405,40.804061,-76.795524,41.150889"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_PollingPlaces202210.xml', '', '', '', '', '', ","-77.197751,40.877493,-76.853834,41.111613"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_Railroads202210.xml', '', '', '', '', '', ","-77.365071,40.842101,-76.733879,41.159392"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_RoadCenterline202210.xml', '', '', '', '', '', ","-77.363395,40.809770,-76.731041,41.179084"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_SiteAddressPoint202210.xml', '', '', '', '', '', ","-77.360140,40.811548,-76.730968,41.178941"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_TaxParcels202210.xml', '', '', '', '', '', ","-77.364405,40.804056,-76.794908,41.150889"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_VotingPrecincts202210.xml', '', '', '', '', '', ","-77.364405,40.804060,-76.795364,41.150867"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_Waterbodies202210.xml', '', '', '', '', '', ","-77.359351,40.838484,-76.730795,41.173402"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_Waterlines202210.xml', '', '', '', '', '', ","-77.359535,40.807527,-76.730547,41.177775"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnionCounty_ZoningDistrict202210.xml', '', '', '', '', '', ","-77.364405,40.804538,-76.854825,41.150867"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnitedStatesProtectedAreas2010.xml', '', '', '', '', '', ","-180.000000,7.239148,180.000000,90.000000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnpavedRoads2009_10.xml', '', '', '', '', '', ","-80.616718,39.680363,-74.773778,42.264892"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UnsuitableMining2013_06.xml', '', '', '', '', '', ","-80.276499,39.963074,-76.257668,41.469053"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UPDE_ScenicRecWaterLandRef_2015.xml', '', '', '', '', '', ","-75.291745,41.405617,-74.727685,41.944903"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UPDE_ScenicRecWaterLandRef_2015.xml', '', '', '', '', '', ","-75.291745,41.405617,-74.727685,41.944903"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=UPDE_ScenicRecWaterLandRef_2015.xml', '', '', '', '', '', ","-75.291745,41.405617,-74.727685,41.944903"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=us_aquifers.xml', '', '', '', '', '', ","-124.755908,24.518322,-66.939561,49.385619"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=US_QuadBounds24kgrid.xml', '', '', '', '', '', ","-160.375000,18.875000,-66.875000,49.500000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USACE_DepthGrid_HarrisburgFloodInundation.xml', '', '', '', '', '', ","-77.045832,40.173108,-76.714319,40.399386"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USDA-NASS_CDL_land_use_land_cover_pa.xml', '', '', '', '', '', ","-80.755137,39.593824,-74.683716,42.615500"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USDA_usda_fs_d_allmetrics.xml', '', '', '', '', '', ","-84.921378,32.368076,-66.036941,49.459651"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USDA_usda_fs_d_ebjvSubwatershed.xml', '', '', '', '', '', ","-84.921378,32.368076,-66.036941,49.459651"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USDA_usda_fs_d_FinalCategories.xml', '', '', '', '', '', ","-84.921378,32.368076,-66.036941,49.459651"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USDA_usda_fs_d_ModelResults.xml', '', '', '', '', '', ","-84.921378,32.368076,-66.036941,49.459651"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USDA_usda_fs_d_nodeprobabilities.xml', '', '', '', '', '', ","-84.921378,32.368076,-66.036941,49.459651"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USDA_usda_fs_d_NodeProbPruned.xml', '', '', '', '', '', ","-84.921378,32.368076,-66.036941,49.459651"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USDA_usda_fs_d_PreturbBiolog.xml', '', '', '', '', '', ","-84.921378,32.368076,-66.036941,49.459651"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=usdade_strata2002.xml', '', '', '', '', '', ","-75.790871,38.448547,-75.048753,39.840421"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=usdamd_strata2002.xml', '', '', '', '', '', ","-79.520585,37.831151,-75.048911,39.805630"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=usdanj_strata2002.xml', '', '', '', '', '', ","-75.574421,38.924067,-73.897254,41.357657"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=usdany_strata2002.xml', '', '', '', '', '', ","-79.996906,40.405544,-71.829817,45.022753"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=usdapa_strata2002.xml', '', '', '', '', '', ","-80.755137,39.593824,-74.683716,42.615500"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=usdava_strata2002.xml', '', '', '', '', '', ","-80.755137,39.593824,-74.683716,42.615500"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=usdawv_strata2002.xml', '', '', '', '', '', ","-82.702995,37.160580,-77.647698,40.640132"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USFS_PA_Highlands.xml', '', '', '', '', '', ","-76.947905,39.857088,-75.041377,40.778268"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf2020.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LiDAR2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_LPC_PA_LuzerneCounty_LAS_2019.xml', '', '', '', '', '', ","-75.6354517288,41.2311448317,-75.6265876349,41.2381718807"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_NED_LuzerneCounty_2019_1ft.xml', '', '', '', '', '', ","-75.6354517199,41.231144825,-75.6265872715,41.2381721551"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_NED_LuzerneCounty_2019_1m.xml', '', '', '', '', '', ","-76.1924434797,41.0962405685,-76.0716154042,41.1852389411"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_NED_LuzerneCounty_2019_breakline.xml', '', '', '', '', '', ","-76.147268011,41.121224352,-75.611667141,41.417930109"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_STRUCT_Pennsylvania_State2022.xml', '', '', '', '', '', ","-80.51985,39.7198,-74.68956,42.51607"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_TRAN_Pennsylvania_State2022.xml', '', '', '', '', '', ","-80.51985,39.7198,-74.68956,42.51607"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGS_TRAN_Pennsylvania_State2022.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGSLiDAR_Contours_SouthCentralPA2017.xml', '', '', '', '', '', ","-78.10056682,39.71890736,-76.15029659,41.59758202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGSLiDAR_DauphinCoPA_2016.xml', '', '', '', '', '', ","-77.0447212896727,40.1109641653215,-76.5208427032109,40.6738130223421"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGSLiDAR_DauphinCoPA_2016.xml', '', '', '', '', '', ","-77.0447212896727,40.1109641653215,-76.5208427032109,40.6738130223421"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGSLiDAR_DauphinCoPA_2016.xml', '', '', '', '', '', ","-77.0447212896727,40.1109641653215,-76.5208427032109,40.6738130223421"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGSLiDAR_DauphinCoPA_2016.xml', '', '', '', '', '', ","-77.0447212896727,40.1109641653215,-76.5208427032109,40.6738130223421"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGSLiDAR_DauphinCoPA_2016.xml', '', '', '', '', '', ","-77.0447212896727,40.1109641653215,-76.5208427032109,40.6738130223421"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGSLiDAR_DauphinCoPA_2016.xml', '', '', '', '', '', ","-77.0447212896727,40.1109641653215,-76.5208427032109,40.6738130223421"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=USGSLiDAR_DauphinCoPA_2016.xml', '', '', '', '', '', ","-77.0447212896727,40.1109641653215,-76.5208427032109,40.6738130223421"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=va02nass.xml', '', '', '', '', '', ","-83.781947,36.412297,-75.134618,39.496607"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=VenangoCenterlines202003.xml', '', '', '', '', '', ","-80.014665,41.164043,-79.472245,41.626884"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=VenangoParcels202003.xml', '', '', '', '', '', ","-80.019517,41.160066,-79.470925,41.629108"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=vulnerability.xml', '', '', '', '', '', ","-81.009731,36.551227,-74.577117,43.003232"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=WA_ServiceAreas202211.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=WarrenCounty_TaxParcels202003.xml', '', '', '', '', '', ","-79.628511,41.614532,-78.910936,42.007746"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=WashingtonCounty_Address_Points202207.xml', '', '', '', '', '', ","-80.539839,39.958738,-79.838451,40.491095"
